num_date_time,answer
2 2020-08-25 21,2653.312435697235
2 2020-08-25 22,2562.2156600989324
2 2020-08-25 23,2562.2156600989324
2 2020-08-26 00,2562.8355840189215
2 2020-08-26 01,2538.4681310385954
2 2020-08-26 02,2538.4681310385954
2 2020-08-26 03,2543.5668395069783
2 2020-08-26 04,2473.4774650025442
2 2020-08-26 05,2473.4774650025442
2 2020-08-26 06,2377.3710857179663
2 2020-08-26 07,2350.025606916179
2 2020-08-26 08,2350.025606916179
2 2020-08-26 09,2703.284399832841
2 2020-08-26 10,2659.6047571832255
2 2020-08-26 11,2659.6047571832255
2 2020-08-26 12,2739.047404547879
2 2020-08-26 13,2554.5335799639956
2 2020-08-26 14,2554.5335799639956
2 2020-08-26 15,2793.743774239927
2 2020-08-26 16,2585.137950391252
2 2020-08-26 17,2585.137950391252
2 2020-08-26 18,2776.095453932225
2 2020-08-26 19,2563.0877345764547
2 2020-08-26 20,2563.0877345764547
2 2020-08-26 21,2370.8751184696316
2 2020-08-26 22,2557.5944625185
2 2020-08-26 23,2557.5944625185
2 2020-08-27 00,2417.0571885117542
2 2020-08-27 01,2535.415520460939
2 2020-08-27 02,2535.415520460939
2 2020-08-27 03,2454.994847463797
2 2020-08-27 04,2322.9865938965922
2 2020-08-27 05,2322.9865938965922
2 2020-08-27 06,2118.279129794156
2 2020-08-27 07,2191.8652522912403
2 2020-08-27 08,2191.8652522912403
2 2020-08-27 09,2071.476799160482
2 2020-08-27 10,2595.5241995124443
2 2020-08-27 11,2595.5241995124443
2 2020-08-27 12,2187.138090516126
2 2020-08-27 13,2348.6304999618296
2 2020-08-27 14,2348.6304999618296
2 2020-08-27 15,2428.8596522517632
2 2020-08-27 16,2411.5019243492957
2 2020-08-27 17,2411.5019243492957
2 2020-08-27 18,2815.198126040437
2 2020-08-27 19,2539.0677046970054
2 2020-08-27 20,2539.0677046970054
2 2020-08-27 21,2543.9461139482955
2 2020-08-27 22,2450.2756521504
2 2020-08-27 23,2450.2756521504
2 2020-08-28 00,2257.345523065888
2 2020-08-28 01,2075.29923725293
2 2020-08-28 02,2075.29923725293
2 2020-08-28 03,2207.470977107733
2 2020-08-28 04,2137.9269276498726
2 2020-08-28 05,2137.9269276498726
2 2020-08-28 06,2303.515989587539
2 2020-08-28 07,2589.369036691344
2 2020-08-28 08,2589.369036691344
2 2020-08-28 09,2633.873145960269
2 2020-08-28 10,2820.165714717314
2 2020-08-28 11,2820.165714717314
2 2020-08-28 12,2694.427240015299
2 2020-08-28 13,2756.0871408430826
2 2020-08-28 14,2756.0871408430826
2 2020-08-28 15,2726.705230205325
2 2020-08-28 16,2720.8089860958494
2 2020-08-28 17,2720.8089860958494
2 2020-08-28 18,2948.887511834568
2 2020-08-28 19,2508.453050962245
2 2020-08-28 20,2508.453050962245
2 2020-08-28 21,2145.793501329576
2 2020-08-28 22,2076.2328995645244
2 2020-08-28 23,2076.2328995645244
2 2020-08-29 00,2280.0743645731404
2 2020-08-29 01,2399.8540298202447
2 2020-08-29 02,2399.8540298202447
2 2020-08-29 03,2404.3225733735394
2 2020-08-29 04,2495.775616677269
2 2020-08-29 05,2495.775616677269
2 2020-08-29 06,2255.860529026759
2 2020-08-29 07,2573.482367234193
2 2020-08-29 08,2573.482367234193
2 2020-08-29 09,3352.6182957233154
2 2020-08-29 10,3237.9915590800683
2 2020-08-29 11,3237.9915590800683
2 2020-08-29 12,2661.4852336807835
2 2020-08-29 13,2598.403192563017
2 2020-08-29 14,2598.403192563017
2 2020-08-29 15,2680.280884760944
2 2020-08-29 16,2570.9621976373364
2 2020-08-29 17,2570.9621976373364
2 2020-08-29 18,3255.3863688190554
2 2020-08-29 19,2928.3214451436434
2 2020-08-29 20,2928.3214451436434
2 2020-08-29 21,2674.7535542947685
2 2020-08-29 22,2459.307325372593
2 2020-08-29 23,2459.307325372593
2 2020-08-30 00,2310.17132956674
2 2020-08-30 01,2281.597911316669
2 2020-08-30 02,2281.597911316669
2 2020-08-30 03,2220.9128311989302
2 2020-08-30 04,2254.596132362141
2 2020-08-30 05,2254.596132362141
2 2020-08-30 06,1987.1527820420945
2 2020-08-30 07,2147.274116370791
2 2020-08-30 08,2147.274116370791
2 2020-08-30 09,2656.8751901663095
2 2020-08-30 10,2619.5269204108486
2 2020-08-30 11,2619.5269204108486
2 2020-08-30 12,2699.4517234928567
2 2020-08-30 13,2639.5665191856683
2 2020-08-30 14,2639.5665191856683
2 2020-08-30 15,2622.4932659555757
2 2020-08-30 16,2548.134342037531
2 2020-08-30 17,2548.134342037531
2 2020-08-30 18,2704.2917283855536
2 2020-08-30 19,2545.509594806542
2 2020-08-30 20,2545.509594806542
2 2020-08-30 21,2377.204076194846
2 2020-08-30 22,2368.9854490351377
2 2020-08-30 23,2368.9854490351377
2 2020-08-31 00,2170.034357186244
2 2020-08-31 01,2241.140865534575
2 2020-08-31 02,2241.140865534575
2 2020-08-31 03,2174.2145706317287
2 2020-08-31 04,2227.3285191494247
2 2020-08-31 05,2227.3285191494247
2 2020-08-31 06,2169.5868497602473
2 2020-08-31 07,2285.462400379551
2 2020-08-31 08,2285.462400379551
2 2020-08-31 09,2584.1340510629657
2 2020-08-31 10,2326.8600966931913
2 2020-08-31 11,2326.8600966931913
2 2020-08-31 12,2393.542641308685
2 2020-08-31 13,2248.2362174615323
2 2020-08-31 14,2248.2362174615323
2 2020-08-31 15,2627.2704184610516
2 2020-08-31 16,2569.299206095714
2 2020-08-31 17,2569.299206095714
2 2020-08-31 18,2441.3465187182805
2 2020-08-31 19,2242.83105153719
2 2020-08-31 20,2242.83105153719
2 2020-08-31 21,2158.9098394965554
2 2020-08-31 22,2283.1140310644337
2 2020-08-31 23,2283.1140310644337
3 2020-08-25 00,2740.162762138992
3 2020-08-25 01,2243.264347827391
3 2020-08-25 02,2243.264347827391
3 2020-08-25 03,2682.136771810452
3 2020-08-25 04,1968.9113425365251
3 2020-08-25 05,1968.9113425365251
3 2020-08-25 06,2757.5970326088823
3 2020-08-25 07,1970.721465530398
3 2020-08-25 08,1970.721465530398
3 2020-08-25 09,3642.5620887153814
3 2020-08-25 10,2535.3678716726663
3 2020-08-25 11,2535.3678716726663
3 2020-08-25 12,3224.1362369790622
3 2020-08-25 13,2483.6619031357945
3 2020-08-25 14,2483.6619031357945
3 2020-08-25 15,3240.108679347475
3 2020-08-25 16,2417.838947679726
3 2020-08-25 17,2417.838947679726
3 2020-08-25 18,3516.784156045352
3 2020-08-25 19,2562.441822119061
3 2020-08-25 20,2562.441822119061
3 2020-08-25 21,3527.3488957223876
3 2020-08-25 22,2624.1380287355623
3 2020-08-25 23,2624.1380287355623
3 2020-08-26 00,2260.442361287047
3 2020-08-26 01,2099.2953233630656
3 2020-08-26 02,2099.2953233630656
3 2020-08-26 03,2675.3573151754686
3 2020-08-26 04,2322.5102331631383
3 2020-08-26 05,2322.5102331631383
3 2020-08-26 06,2857.8426782916
3 2020-08-26 07,2401.1069976476156
3 2020-08-26 08,2401.1069976476156
3 2020-08-26 09,3634.2418465070464
3 2020-08-26 10,2644.6544951108585
3 2020-08-26 11,2644.6544951108585
3 2020-08-26 12,2672.930685421529
3 2020-08-26 13,2200.9825131961848
3 2020-08-26 14,2200.9825131961848
3 2020-08-26 15,2755.720872149123
3 2020-08-26 16,2217.794477353313
3 2020-08-26 17,2217.794477353313
3 2020-08-26 18,3675.754844605163
3 2020-08-26 19,2614.0018918444625
3 2020-08-26 20,2614.0018918444625
3 2020-08-26 21,3095.8133015900753
3 2020-08-26 22,2532.2897192380947
3 2020-08-26 23,2532.2897192380947
3 2020-08-27 00,3699.466407901858
3 2020-08-27 01,2396.565531866896
3 2020-08-27 02,2396.565531866896
3 2020-08-27 03,3531.5059572340356
3 2020-08-27 04,2070.249627551202
3 2020-08-27 05,2070.249627551202
3 2020-08-27 06,4076.3215980533373
3 2020-08-27 07,2542.8712902917073
3 2020-08-27 08,2542.8712902917073
3 2020-08-27 09,3500.5482268849078
3 2020-08-27 10,2531.583458806565
3 2020-08-27 11,2531.583458806565
3 2020-08-27 12,3578.4971215080873
3 2020-08-27 13,2582.3262479792547
3 2020-08-27 14,2582.3262479792547
3 2020-08-27 15,3703.118715942643
3 2020-08-27 16,2552.853508601682
3 2020-08-27 17,2552.853508601682
3 2020-08-27 18,3818.3895282858525
3 2020-08-27 19,2724.3451814020946
3 2020-08-27 20,2724.3451814020946
3 2020-08-27 21,2810.967347035777
3 2020-08-27 22,2026.628198301879
3 2020-08-27 23,2026.628198301879
3 2020-08-28 00,3132.1609202585987
3 2020-08-28 01,2360.7960533623987
3 2020-08-28 02,2360.7960533623987
3 2020-08-28 03,3124.8792764827867
3 2020-08-28 04,2045.2951402572482
3 2020-08-28 05,2045.2951402572482
3 2020-08-28 06,3109.07109209079
3 2020-08-28 07,2546.6919985735162
3 2020-08-28 08,2546.6919985735162
3 2020-08-28 09,4124.11445728914
3 2020-08-28 10,2865.430603275585
3 2020-08-28 11,2865.430603275585
3 2020-08-28 12,3768.8664390015188
3 2020-08-28 13,2657.3488672184753
3 2020-08-28 14,2657.3488672184753
3 2020-08-28 15,5566.004564648592
3 2020-08-28 16,3315.3050741102857
3 2020-08-28 17,3315.3050741102857
3 2020-08-28 18,4830.274422029561
3 2020-08-28 19,3200.859842547225
3 2020-08-28 20,3200.859842547225
3 2020-08-28 21,3292.8210456485217
3 2020-08-28 22,2590.2462060225866
3 2020-08-28 23,2590.2462060225866
3 2020-08-29 00,2814.6361906571624
3 2020-08-29 01,2069.649934032408
3 2020-08-29 02,2069.649934032408
3 2020-08-29 03,3374.0702023317003
3 2020-08-29 04,1985.4247713727991
3 2020-08-29 05,1985.4247713727991
3 2020-08-29 06,3105.399457904155
3 2020-08-29 07,1980.937088398911
3 2020-08-29 08,1980.937088398911
3 2020-08-29 09,4615.819264830065
3 2020-08-29 10,2922.8887692690555
3 2020-08-29 11,2922.8887692690555
3 2020-08-29 12,3429.8089481610605
3 2020-08-29 13,3002.861384371488
3 2020-08-29 14,3002.861384371488
3 2020-08-29 15,4090.0676728670223
3 2020-08-29 16,3062.3730512740053
3 2020-08-29 17,3062.3730512740053
3 2020-08-29 18,3274.5445733000884
3 2020-08-29 19,2126.7205227751347
3 2020-08-29 20,2126.7205227751347
3 2020-08-29 21,2739.1033861805677
3 2020-08-29 22,1716.777069115079
3 2020-08-29 23,1716.777069115079
3 2020-08-30 00,2911.6725959191754
3 2020-08-30 01,1873.0928725463248
3 2020-08-30 02,1873.0928725463248
3 2020-08-30 03,2712.6276857282405
3 2020-08-30 04,1745.0045102611937
3 2020-08-30 05,1745.0045102611937
3 2020-08-30 06,2978.5937645269673
3 2020-08-30 07,1749.5429482233715
3 2020-08-30 08,1749.5429482233715
3 2020-08-30 09,3022.2247990479705
3 2020-08-30 10,2379.217405807108
3 2020-08-30 11,2379.217405807108
3 2020-08-30 12,2984.1527000588053
3 2020-08-30 13,2198.9032912780262
3 2020-08-30 14,2198.9032912780262
3 2020-08-30 15,4137.789703549487
3 2020-08-30 16,2653.5205556012797
3 2020-08-30 17,2653.5205556012797
3 2020-08-30 18,4054.186014354618
3 2020-08-30 19,2648.883988250814
3 2020-08-30 20,2648.883988250814
3 2020-08-30 21,3726.637322701399
3 2020-08-30 22,2357.4101695166087
3 2020-08-30 23,2357.4101695166087
3 2020-08-31 00,2766.8990708507754
3 2020-08-31 01,2173.1308314999555
3 2020-08-31 02,2173.1308314999555
3 2020-08-31 03,2756.458124052166
3 2020-08-31 04,2187.3548699049716
3 2020-08-31 05,2187.3548699049716
3 2020-08-31 06,2933.210536545485
3 2020-08-31 07,2262.0764376980846
3 2020-08-31 08,2262.0764376980846
3 2020-08-31 09,3522.790780255635
3 2020-08-31 10,2398.248819851839
3 2020-08-31 11,2398.248819851839
3 2020-08-31 12,2910.851088659199
3 2020-08-31 13,2563.066555047366
3 2020-08-31 14,2563.066555047366
3 2020-08-31 15,3558.883029040526
3 2020-08-31 16,2573.3403789180215
3 2020-08-31 17,2573.3403789180215
3 2020-08-31 18,3555.6465813833024
3 2020-08-31 19,2549.8051103617304
3 2020-08-31 20,2549.8051103617304
3 2020-08-31 21,3591.1454669730324
3 2020-08-31 22,2462.5511841417706
3 2020-08-31 23,2462.5511841417706
4 2020-08-25 00,2983.7114951902586
4 2020-08-25 01,2457.8794471009974
4 2020-08-25 02,2457.8794471009974
4 2020-08-25 03,2053.022758374467
4 2020-08-25 04,1886.4554686978938
4 2020-08-25 05,1886.4554686978938
4 2020-08-25 06,2094.1635532852033
4 2020-08-25 07,1863.6784775544427
4 2020-08-25 08,1863.6784775544427
4 2020-08-25 09,3545.323926558646
4 2020-08-25 10,2528.6030228602963
4 2020-08-25 11,2528.6030228602963
4 2020-08-25 12,2800.9021616187724
4 2020-08-25 13,2488.420857933898
4 2020-08-25 14,2488.420857933898
4 2020-08-25 15,2134.9060534937485
4 2020-08-25 16,2141.1758269977104
4 2020-08-25 17,2141.1758269977104
4 2020-08-25 18,2855.558868730723
4 2020-08-25 19,2484.2853548050766
4 2020-08-25 20,2484.2853548050766
4 2020-08-25 21,3388.3746742562703
4 2020-08-25 22,2745.6929203847835
4 2020-08-25 23,2745.6929203847835
4 2020-08-26 00,2857.4053714554816
4 2020-08-26 01,2496.5639031669593
4 2020-08-26 02,2496.5639031669593
4 2020-08-26 03,3013.637285654065
4 2020-08-26 04,2464.185543990558
4 2020-08-26 05,2464.185543990558
4 2020-08-26 06,3090.7915920505297
4 2020-08-26 07,2369.315834619066
4 2020-08-26 08,2369.315834619066
4 2020-08-26 09,3584.2152872293586
4 2020-08-26 10,2553.9852521696325
4 2020-08-26 11,2553.9852521696325
4 2020-08-26 12,3559.687290732669
4 2020-08-26 13,2578.6675955604237
4 2020-08-26 14,2578.6675955604237
4 2020-08-26 15,4015.217851913007
4 2020-08-26 16,2780.86940193852
4 2020-08-26 17,2780.86940193852
4 2020-08-26 18,3467.0260206527983
4 2020-08-26 19,2685.528350361005
4 2020-08-26 20,2685.528350361005
4 2020-08-26 21,2833.86765522104
4 2020-08-26 22,2634.0999299363107
4 2020-08-26 23,2634.0999299363107
4 2020-08-27 00,2838.72430885499
4 2020-08-27 01,2628.237763481108
4 2020-08-27 02,2628.237763481108
4 2020-08-27 03,2829.158024411079
4 2020-08-27 04,2623.8253321051375
4 2020-08-27 05,2623.8253321051375
4 2020-08-27 06,3226.423999984269
4 2020-08-27 07,2799.0083319315927
4 2020-08-27 08,2799.0083319315927
4 2020-08-27 09,3389.8640646010704
4 2020-08-27 10,2937.3682837546935
4 2020-08-27 11,2937.3682837546935
4 2020-08-27 12,3550.584899877412
4 2020-08-27 13,2738.2554914443576
4 2020-08-27 14,2738.2554914443576
4 2020-08-27 15,3699.587018418422
4 2020-08-27 16,2737.9937083155824
4 2020-08-27 17,2737.9937083155824
4 2020-08-27 18,3499.8120609079037
4 2020-08-27 19,2653.7980875754597
4 2020-08-27 20,2653.7980875754597
4 2020-08-27 21,2977.7074111542315
4 2020-08-27 22,2602.251646799484
4 2020-08-27 23,2602.251646799484
4 2020-08-28 00,2836.5280645488406
4 2020-08-28 01,2332.382020144048
4 2020-08-28 02,2332.382020144048
4 2020-08-28 03,2555.449315449491
4 2020-08-28 04,2093.6399550386645
4 2020-08-28 05,2093.6399550386645
4 2020-08-28 06,2879.4617655542756
4 2020-08-28 07,2227.9578507832744
4 2020-08-28 08,2227.9578507832744
4 2020-08-28 09,3712.9489241107913
4 2020-08-28 10,2690.3595631941885
4 2020-08-28 11,2690.3595631941885
4 2020-08-28 12,3565.8318724669407
4 2020-08-28 13,2807.4349346229596
4 2020-08-28 14,2807.4349346229596
4 2020-08-28 15,4229.219233020227
4 2020-08-28 16,2647.198386917104
4 2020-08-28 17,2647.198386917104
4 2020-08-28 18,3464.0281852141256
4 2020-08-28 19,2728.4264688954468
4 2020-08-28 20,2728.4264688954468
4 2020-08-28 21,2253.469581252744
4 2020-08-28 22,2200.6502653718167
4 2020-08-28 23,2200.6502653718167
4 2020-08-29 00,2654.3091925204494
4 2020-08-29 01,2282.4014352014415
4 2020-08-29 02,2282.4014352014415
4 2020-08-29 03,2403.1542635450537
4 2020-08-29 04,2018.1780771028855
4 2020-08-29 05,2018.1780771028855
4 2020-08-29 06,2841.455972546149
4 2020-08-29 07,2281.9994569812247
4 2020-08-29 08,2281.9994569812247
4 2020-08-29 09,3606.1874134934897
4 2020-08-29 10,2513.359528986675
4 2020-08-29 11,2513.359528986675
4 2020-08-29 12,3093.6099950094235
4 2020-08-29 13,2506.34268490121
4 2020-08-29 14,2506.34268490121
4 2020-08-29 15,3416.1015826294047
4 2020-08-29 16,2842.2395416964405
4 2020-08-29 17,2842.2395416964405
4 2020-08-29 18,4125.309468399046
4 2020-08-29 19,2670.9749946075553
4 2020-08-29 20,2670.9749946075553
4 2020-08-29 21,2205.5215273567787
4 2020-08-29 22,2117.183889364058
4 2020-08-29 23,2117.183889364058
4 2020-08-30 00,2642.130188482033
4 2020-08-30 01,2423.47935716462
4 2020-08-30 02,2423.47935716462
4 2020-08-30 03,2546.2246367408056
4 2020-08-30 04,2110.322517244104
4 2020-08-30 05,2110.322517244104
4 2020-08-30 06,2537.6195797025903
4 2020-08-30 07,2082.004136221949
4 2020-08-30 08,2082.004136221949
4 2020-08-30 09,3658.240076514486
4 2020-08-30 10,2518.095438979557
4 2020-08-30 11,2518.095438979557
4 2020-08-30 12,3641.1739534113044
4 2020-08-30 13,2647.1511855204026
4 2020-08-30 14,2647.1511855204026
4 2020-08-30 15,3174.304370635982
4 2020-08-30 16,2509.8281207558634
4 2020-08-30 17,2509.8281207558634
4 2020-08-30 18,3502.9513257537164
4 2020-08-30 19,2714.3424716335394
4 2020-08-30 20,2714.3424716335394
4 2020-08-30 21,2964.8816159324015
4 2020-08-30 22,2181.264509175926
4 2020-08-30 23,2181.264509175926
4 2020-08-31 00,2929.56838371754
4 2020-08-31 01,2606.7674226153845
4 2020-08-31 02,2606.7674226153845
4 2020-08-31 03,2978.2976369212793
4 2020-08-31 04,2812.7173939325553
4 2020-08-31 05,2812.7173939325553
4 2020-08-31 06,2732.7694082814755
4 2020-08-31 07,2165.4484771367897
4 2020-08-31 08,2165.4484771367897
4 2020-08-31 09,2804.6823808008007
4 2020-08-31 10,2297.6423846768216
4 2020-08-31 11,2297.6423846768216
4 2020-08-31 12,2943.499955003372
4 2020-08-31 13,2384.8607214174335
4 2020-08-31 14,2384.8607214174335
4 2020-08-31 15,3499.1636226798164
4 2020-08-31 16,2399.13930553579
4 2020-08-31 17,2399.13930553579
4 2020-08-31 18,2825.891996715349
4 2020-08-31 19,2323.246259266694
4 2020-08-31 20,2323.246259266694
4 2020-08-31 21,2832.520140208339
4 2020-08-31 22,2240.6865148795573
4 2020-08-31 23,2240.6865148795573
5 2020-08-25 00,2154.2121712602825
5 2020-08-25 01,2214.34034945709
5 2020-08-25 02,2214.34034945709
5 2020-08-25 03,1986.1245712096606
5 2020-08-25 04,2160.7002889236956
5 2020-08-25 05,2160.7002889236956
5 2020-08-25 06,1864.7434007447346
5 2020-08-25 07,2061.7458630569886
5 2020-08-25 08,2061.7458630569886
5 2020-08-25 09,2871.9909713449633
5 2020-08-25 10,2729.400456064732
5 2020-08-25 11,2729.400456064732
5 2020-08-25 12,2838.2482811280715
5 2020-08-25 13,2688.998074762698
5 2020-08-25 14,2688.998074762698
5 2020-08-25 15,2684.566094118401
5 2020-08-25 16,2643.283673014337
5 2020-08-25 17,2643.283673014337
5 2020-08-25 18,2665.7289653670064
5 2020-08-25 19,2615.5463800371326
5 2020-08-25 20,2615.5463800371326
5 2020-08-25 21,2653.312435697235
5 2020-08-25 22,2562.2156600989324
5 2020-08-25 23,2562.2156600989324
5 2020-08-26 00,2562.8355840189215
5 2020-08-26 01,2538.4681310385954
5 2020-08-26 02,2538.4681310385954
5 2020-08-26 03,2543.5668395069783
5 2020-08-26 04,2473.4774650025442
5 2020-08-26 05,2473.4774650025442
5 2020-08-26 06,2377.3710857179663
5 2020-08-26 07,2350.025606916179
5 2020-08-26 08,2350.025606916179
5 2020-08-26 09,2703.284399832841
5 2020-08-26 10,2659.6047571832255
5 2020-08-26 11,2659.6047571832255
5 2020-08-26 12,2739.047404547879
5 2020-08-26 13,2554.5335799639956
5 2020-08-26 14,2554.5335799639956
5 2020-08-26 15,2793.743774239927
5 2020-08-26 16,2585.137950391252
